RUT,Entidad_In,Fecha_Ingr,RegiÃ³n,Identifica,Longitud,Latitud,Proyeccion,Recurso_Pr,Mapas_Geol,Levantamie,Levantam_1,Base_Datos,Levantam_2,Bases_Dato,Base_Dat_1,Bases_Da_1,Otros_Estu,Imagen_Sat,Estudios_A,Estudio_Es,Informe_Ge,Estudio__1,Presentaci,Plano_Mina,TopografÃ­,EstimaciÃ³,Propiedad_,Este_WGS84,Sur_WGS84,Huso_WGS84,Nombre_Pro,Enlace_Pro,Estado,Recurso__1,Latitude,Longitude
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,0934","-23,1899",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"490441,664654326","7435455,04093706",19 S,Cisne,https://portalgeo.sernageomin.cl/SIGEX_2019/0900_1859_Cisne,Proyecto Aprobado,Cu,-23.189899999999966,-69.09339999999997
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,2752","-24,8171",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"472188,609277238","7255276,22684841",19 S,Argomedo,https://portalgeo.sernageomin.cl/SIGEX_2019/0901_1859_Argomedo,Proyecto Aprobado,Cu,-24.817099999999982,-69.27519999999998
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,4312","-25,6688",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"456725,967066956","7160923,09301525",19 S,Charango,https://portalgeo.sernageomin.cl/SIGEX_2019/0902_1859_Charango,Proyecto Aprobado,Cu,-25.668799999999976,-69.43119999999993
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Antofagasta,01405EX02023,"-68,81579","-21,115134",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"519130,031425339","7665099,001803",19 S,Las_Arterias_Actualización2,,Proyecto en Evaluación,Cu(Mo/Zn/Fe),-21.115133999999955,-68.81578999999994
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Atacama,03202EX02025,"-69,380879","-26,057859",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"461901,036127061","7117852,98936226",19 S,Tibetano Actualizacion,,Proyecto en Evaluación,Cu(Mo/Zn/Fe),-26.05785899999995,-69.38087899999994
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Atacama,03101EX02026,"-68,96601","-27,376964",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"503361,006656594","6971810,94744572",19 S,Odin Actualizacion,,Proyecto en Evaluación,Cu(Mo/Zn/Fe),-27.37696399999993,-68.96600999999998
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Atacama,03103EX02027,"-69,280859","-27,644362",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"472295,040870805","6942160,94975992",19 S,Nevada,https://portalgeo.sernageomin.cl/SIGEX_2019/0866_1640_Nevada,Proyecto Aprobado,Cu(Mo/Zn/Fe),-27.644361999999944,-69.28085899999996
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Antofagasta,02103EX02028,"-69,055953","-23,65787",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"494294,015431232","7383650,05376228",19 S,Mastodonte,,Proyecto en Evaluación,Cu(Mo/Zn/Fe),-23.657869999999946,-69.05595299999999
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Antofagasta,02302EX02029,"-69,201619","-21,754152",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"479153,005245653","7594370,96870424",19 S,Kio_Buggy_Actualizacion,https://portalgeo.sernageomin.cl/SIGEX_2019/0865_1640_Kio_Buggy_Actualizacion,Proyecto Aprobado,Cu(Mo/Zn/Fe),-21.754151999999976,-69.20161899999994
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Atacama,03103EX02030,"-69,06934","-27,700593",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"493163,564308145","6935961,83278556",19 S,Dali_Actualizacion,,Proyecto en Evaluación,Cu(Mo/Zn/Fe),-27.70059299999997,-69.06933999999995
76591160-5,Minera Florida Ltda.,20230418,Región Metropolitana,13502EX02081,"-70,9964","-34,0001",WGS84,Au-Zn,MGG-001,MGQ-001,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"315622,913591826","6236036,25766738",19 S,Exploración Distrital Florida,https://portalgeo.sernageomin.cl/SIGEX_2019/0774_951_Exploración_Distrital_Florida,Proyecto Aprobado,Au/Ag,-34.000099999999975,-70.99639999999994
7521184-8,PABLO VIVERO A,20230105,Región de Arica y Parinacota,1502,"-69,4874","-18,4565",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"448536,453356406","7959238,57430851",19 S,NEGRA BERTA 1 al 20,,Proyecto Aprobado,Cu,-18.45649999999995,-69.48739999999998
86160300-8,BHP CHILE INC,20230511,Región de Tarapacá,01404EX02141,"-69,1602","-19,949",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"483236,835302346","7794154,34077354",19 S,Altos de Parca,,Proyecto Aprobado,Cu,-19.948999999999955,-69.16019999999997
86160300-8,BHP CHILE INC,20230511,Región de Antofagasta,02201EX02142,"-68,6366","-21,3336",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,,PRMIN-002,"537683,361510784","7640887,73382538",19 S,Guacanor,https://portalgeo.sernageomin.cl/SIGEX_2019/0791_1086_Guacanor,Proyecto Aprobado,Cu,-21.333599999999933,-68.63659999999999
86160300-8,BHP CHILE INC,20230511,Región de Atacama,03202EX02143,"-69,2269","-26,0658",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"477305,005727821","7117009,44820231",19 S,Haydee,,Proyecto Aprobado,Cu,-26.065799999999967,-69.22689999999994
86160300-8,BHP CHILE INC,20230511,Región de Antofagasta,03202EX02144,"-68,6174","-22,301",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"539408,621450918","7533806,01815881",19 S,Loa Norte y Sur,https://portalgeo.sernageomin.cl/SIGEX_2019/0792_1086_Loa_Norte_Y_Sur,Proyecto Aprobado,Cu,-22.30099999999993,-68.61739999999998
86160300-8,BHP CHILE INC,20230511,Región de Tarapacá,03202EX02145,"-68,976","-20,4836",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"502502,769640888","7735001,86113402",19 S,Pica Sur,https://portalgeo.sernageomin.cl/SIGEX_2019/0793_1086_Pica_Sur,Proyecto Aprobado,Cu,-20.483599999999967,-68.97599999999994
86160300-8,BHP CHILE INC,20230511,Región de Antofagasta,03202EX02146,"-68,6122","-21,6812",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"540118,118277097","7602408,89163556",19 S,Valentin Norte y Este,https://portalgeo.sernageomin.cl/SIGEX_2019/0794_1086_Valentin_Norte_Y_Este,Proyecto Aprobado,Cu,-21.681199999999933,-68.61219999999997
86160300-8,BHP CHILE INC,20230511,Región de Arica y Parinacota,03202EX02147,"-69,6818","-17,7169",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"427707,169657715","8041004,18856541",19 S,Visviri,https://portalgeo.sernageomin.cl/SIGEX_2019/0795_1086_Visviri,Proyecto Aprobado,Cu,-17.716899999999953,-69.68179999999995
79963260-8,MINERA LAS CENIZAS,20230505,Región de Valparaíso,05402EX02122,"-71,075","-32,5224",WGS84,Cu-Ag,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"305106,440353881","6399759,96382429",19 S,Guayacan,https://portalgeo.sernageomin.cl/SIGEX_2019/0784_1072_Guayacan,Proyecto Aprobado,Cu(Au/Ag),-32.52239999999995,-71.07499999999999
79963260-8,MINERA LAS CENIZAS,20230505,Región de Antofagasta,02104EX02128,"-70,2762","-25,7489",WGS84,Cu-Ag,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"372003,949235693","7151504,07839481",19 S,FALLA MUELLE SIERRA DEL PINGO ACTUALIZACION,https://portalgeo.sernageomin.cl/SIGEX_2019/0785_1072_Falla_Muelle_Sierra_Del_Pingo_Actualizacion,Proyecto Aprobado,Cu(Au/Ag),-25.748899999999935,-70.27619999999996
79963260-8,MINERA LAS CENIZAS,20230505,Región de Antofagasta,02104EX02124,"-70,4903","-25,7333",WGS84,Cu-Ag,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"350508,519613972","7153006,69895992",19 S,CENTRO MINERALIZADO LAS LUCES ACTUALIZACION,https://portalgeo.sernageomin.cl/SIGEX_2019/0786_1072_Centro_Mineralizado_Las_Luces_Actualizacion,Proyecto Aprobado,Cu(Au/Ag),-25.73329999999993,-70.49029999999993
79963260-8,MINERA LAS CENIZAS,20230505,Región de Antofagasta,02104EX02125,"-69,8581","-25,8377",WGS84,Cu-Ag,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"414003,686351872","7142008,98789746",19 S,FRANJA ALTAMIRA,https://portalgeo.sernageomin.cl/SIGEX_2019/0787_1072_Franja_Altamira,Proyecto Aprobado,Cu(Au/Ag),-25.837699999999927,-69.85809999999998
79963260-8,MINERA LAS CENIZAS,20230505,Región de Valparaíso,05401EX02126,"-71,0872","-32,5416",WGS84,Cu-Ag,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"304002,070545525","6397608,61851628",19 S,FARELLON DELIRIO ACTUALIZACION,https://portalgeo.sernageomin.cl/SIGEX_2019/0788_1072_Farellon_Delirio_Actualizacion,Proyecto Aprobado,Cu(Au/Ag),-32.54159999999996,-71.08719999999994
79963260-8,MINERA LAS CENIZAS,20230505,Región de Valparaíso,05401EX02127,"-71,0854","-32,58",WGS84,Cu-Ag,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"304254,575203319","6393354,00718301",19 S,DON SERGIO,https://portalgeo.sernageomin.cl/SIGEX_2019/0789_1072_Don_Sergio,Proyecto Aprobado,Cu(Au/Ag),-32.579999999999984,-71.08539999999994
76166482-4,Minera Equus Chile SpA,20230320,Región Aysén,290/2023,"-71,9561","-46,5505",WGS84,Au-Ag,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"273388,288016315","4840539,39517104",19 S,Cerro Bayo,,Proyecto Aprobado,Au/Ag,-46.55049999999994,-71.95609999999994
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Antofagasta,02104EX02031,"-69,130773","-24,908712",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"486793,99345161","7245154,03345184",19 S,Castor,https://portalgeo.sernageomin.cl/SIGEX_2019/0336_2985_Castor,Proyecto Aprobado,Cu(Mo/Zn/Fe),-24.90871199999998,-69.13077299999998
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Antofagasta,02103EX02032,"-69,066322","-23,213382",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"493213,949705163","7432857,04369035",19 S,Cisne_Teck_Actualizacion,https://portalgeo.sernageomin.cl/SIGEX_2019/0868_1640_Cisne_Teck_Actualizacion,Proyecto Aprobado,Cu(Mo/Zn/Fe),-23.213381999999967,-69.06632199999996
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Atacama,03202EX02033,"-69,471548","-26,243653",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"452906,025687078","7097246,98184308",19 S,Amargo_Actualizacion2,https://portalgeo.sernageomin.cl/SIGEX_2019/0869_1640_Amargo_Actualizacion2,Proyecto Aprobado,Cu(Mo/Zn/Fe),-26.243652999999938,-69.47154799999998
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Tarapacá,01405EX02034,"-69,91637","-20,974755",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"404743,707879807","7680373,60161619",19 S,T-15,,Proyecto en Evaluación,Cu(Mo/Zn/Fe),-20.97475499999996,-69.91636999999997
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Tarapacá,01405EX02035,"-68,919454","-20,893209",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"508376,991985087","7689669,04044168",19 S,Santa_Rosa_Actualizacion,https://portalgeo.sernageomin.cl/SIGEX_2019/0870_1640_Santa_Rosa_Actualizacion,Proyecto Aprobado,Cu(Mo/Zn/Fe),-20.893208999999956,-68.91945399999997
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Tarapacá,01405EX02036,"-68,773543","-20,694571",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"523582,998875376","7711637,95304529",19 S,Santa_Marta_Actualizacion,https://portalgeo.sernageomin.cl/SIGEX_2019/0903_249_Santa_Marta_Actualizacion,Proyecto Aprobado,Cu(Mo/Zn/Fe),-20.69457099999994,-68.77354299999996
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Tarapacá,01405EX02037,"-68,781194","-21,054555",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"522732,015808511","7671798,99717458",19 S,QB_District_Actualizacion,,Proyecto en Evaluación,Cu(Mo/Zn/Fe),-21.054554999999937,-68.78119399999997
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Antofagasta,02103EX02038,"-69,125725","-22,868054",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"487103,013524614","7471081,0002499",19 S,Picacho_Actualizacion,,Proyecto en Evaluación,Cu(Mo/Zn/Fe),-22.868053999999972,-69.12572499999999
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Tarapacá,01405EX02039,"-68,84712","-20,645053",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"515925,91021717","7717127,01310199",19 S,Malaga_Norte_Actualizacion,https://portalgeo.sernageomin.cl/SIGEX_2019/0904_249_Malaga_Norte_Actualizacion,Proyecto Aprobado,Cu(Mo/Zn/Fe),-20.64505299999996,-68.84711999999996
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Arica y Parinacota,15202EX02040,"-69,753783","-17,815182",WGS84,Cu-Au,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"420117,956008308","8030101,03844421",19 S,Juan_Actualizacion2,,Proyecto en Evaluación,Cu(Au/Ag),-17.815181999999936,-69.75378299999994
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Tarapacá,01401EX02041,"-69,135102","-20,048979",WGS84,Cu-Au,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"485871,990725896","7783092,95057449",19 S,Flor_del_Desierto_Actualizacion,https://portalgeo.sernageomin.cl/SIGEX_2019/905_249_Flor_del_Desierto_Actualizacion,Proyecto Aprobado,Cu(Au/Ag),-20.048978999999974,-69.13510199999996
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Tarapacá,01401EX02042,"-69,196996","-21,128266",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"479543,951689011","7663644,02889414",19 S,Choja_Sur_Actualizacion,https://portalgeo.sernageomin.cl/SIGEX_2019/0906_249_Choja_Sur_Actualizacion,Proyecto Aprobado,Cu(Mo/Zn/Fe),-21.12826599999994,-69.19699599999996
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Atacama,03202EX02043,"-69,287204","-26,154657",WGS84,Cu-Au,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"471294,959584605","7107156,98002998",19 S,Cerro_Amarillo,,Proyecto en Evaluación,Cu(Au/Ag),-26.15465699999993,-69.28720399999997
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Tarapacá,01405EX02044,"-68,888111","-20,928621",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"511634,015985198","7685747,98041833",19 S,Copaquire,,Proyecto en Evaluación,Cu(Mo/Zn/Fe),-20.928620999999964,-68.88811099999998
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Tarapacá,01404EX02045,"-69,083142","-19,836204",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"491293,949355929","7806642,0483024",19 S,Loreto,https://portalgeo.sernageomin.cl/SIGEX_2019/0907_249_Loreto,Proyecto Aprobado,Cu(Mo/Zn/Fe),-19.836203999999952,-69.08314199999995
77190753-9,Pampa Metals Chile SpA,20230228,Región de Antofagasta,02101EX02021,"-69,752009","-24,649982",WGS84,Au-Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"423899,989068257","7273600,04115162",19 S,Cerro Buenos Aires,https://portalgeo.sernageomin.cl/SIGEX_2019/0862_1333_Cerro_Buenos_Aires,Proyecto Aprobado,Au/Ag,-24.649981999999966,-69.75200899999999
77190753-9,Pampa Metals Chile SpA,20230227,Región de Antofagasta,02101EX02022,"-69,01002","-23,885952",WGS84,Cu-Mo,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"498979,958898927","7358400,03234374",19 S,Redondo_Veronica,https://portalgeo.sernageomin.cl/SIGEX_2019/0863_1333_Redondo_Verónica,Proyecto Aprobado,Cu(Mo/Zn/Fe),-23.885951999999975,-69.01001999999994
78273180-7,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,20230301,Región de Atacama,211/2023,"-69,935","-26,032",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-001,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"406450,175780601","7120437,33906555",19 S,Atacama,,Proyecto en Evaluación,Cu,-26.031999999999982,-69.93499999999995
